Sample number 	 Current (A) 	 Absolute value (A) 	 Time (s)
692.000000	10.192329	10.192329	6.920000
693.000000	6.901196	6.901196	6.930000
694.000000	8.244413	8.244413	6.940000
695.000000	-9.030113	9.030113	6.950000
696.000000	-5.883848	5.883848	6.960000
697.000000	17.929816	17.929816	6.970000
698.000000	28.281371	28.281371	6.980000
699.000000	7.973000	7.973000	6.990000
700.000000	11.420117	11.420117	7.000000
701.000000	-6.347533	6.347533	7.010000
702.000000	18.944474	18.944474	7.020000
703.000000	23.413544	23.413544	7.030000
704.000000	7.801497	7.801497	7.040000
705.000000	4.195618	4.195618	7.050000
706.000000	-2.495983	2.495983	7.060000
707.000000	13.453225	13.453225	7.070000
708.000000	14.461351	14.461351	7.080000
709.000000	1.519715	1.519715	7.090000
710.000000	3.555689	3.555689	7.100000
711.000000	0.311193	0.311193	7.110000
712.000000	16.393584	16.393584	7.120000
713.000000	9.670656	9.670656	7.130000
714.000000	4.298503	4.298503	7.140000
715.000000	15.753814	15.753814	7.150000
716.000000	1.080091	1.080091	7.160000
717.000000	22.922190	22.922190	7.170000
718.000000	13.364523	13.364523	7.180000
719.000000	36.009459	36.009459	7.190000
720.000000	18.940445	18.940445	7.200000
721.000000	-14.354224	14.354224	7.210000
722.000000	10.448237	10.448237	7.220000
723.000000	6.329026	6.329026	7.230000
724.000000	16.378550	16.378550	7.240000
725.000000	2.847411	2.847411	7.250000
726.000000	6.881485	6.881485	7.260000
727.000000	11.423089	11.423089	7.270000
728.000000	27.026256	27.026256	7.280000
729.000000	-2.949084	2.949084	7.290000
730.000000	-7.234393	7.234393	7.300000
731.000000	8.371939	8.371939	7.310000
732.000000	19.762802	19.762802	7.320000
733.000000	12.926312	12.926312	7.330000
734.000000	6.566245	6.566245	7.340000
735.000000	14.378528	14.378528	7.350000
736.000000	22.099840	22.099840	7.360000
737.000000	13.461471	13.461471	7.370000
738.000000	-3.622071	3.622071	7.380000
739.000000	1.395740	1.395740	7.390000
740.000000	4.617337	4.617337	7.400000
741.000000	-2.951720	2.951720	7.410000
742.000000	11.555928	11.555928	7.420000
743.000000	-11.095648	11.095648	7.430000
744.000000	18.141487	18.141487	7.440000
745.000000	-5.319510	5.319510	7.450000
746.000000	20.851901	20.851901	7.460000
747.000000	28.864311	28.864311	7.470000
748.000000	12.461137	12.461137	7.480000
749.000000	4.959604	4.959604	7.490000
750.000000	-0.389214	0.389214	7.500000
751.000000	8.543522	8.543522	7.510000
752.000000	2.263979	2.263979	7.520000
753.000000	15.194005	15.194005	7.530000
754.000000	25.811579	25.811579	7.540000
755.000000	17.533368	17.533368	7.550000
756.000000	18.131945	18.131945	7.560000
757.000000	5.382956	5.382956	7.570000
758.000000	8.708376	8.708376	7.580000
759.000000	8.275271	8.275271	7.590000
760.000000	6.888499	6.888499	7.600000
761.000000	20.458369	20.458369	7.610000
762.000000	-12.628881	12.628881	7.620000
763.000000	-6.779274	6.779274	7.630000
764.000000	26.610490	26.610490	7.640000
765.000000	7.276220	7.276220	7.650000
766.000000	-6.445170	6.445170	7.660000
767.000000	-2.884532	2.884532	7.670000
768.000000	1.595690	1.595690	7.680000
769.000000	33.750440	33.750440	7.690000
770.000000	12.028326	12.028326	7.700000
771.000000	7.540419	7.540419	7.710000
772.000000	-5.301221	5.301221	7.720000
773.000000	13.308064	13.308064	7.730000
774.000000	-3.239902	3.239902	7.740000
775.000000	16.942959	16.942959	7.750000
776.000000	14.070096	14.070096	7.760000
777.000000	15.123535	15.123535	7.770000
778.000000	11.638970	11.638970	7.780000
779.000000	-1.207495	1.207495	7.790000
780.000000	4.115528	4.115528	7.800000
781.000000	14.262116	14.262116	7.810000
782.000000	-5.234722	5.234722	7.820000
783.000000	2.999207	2.999207	7.830000
784.000000	17.927455	17.927455	7.840000
785.000000	9.935445	9.935445	7.850000
786.000000	36.551307	36.551307	7.860000
787.000000	18.413385	18.413385	7.870000
788.000000	26.420284	26.420284	7.880000
789.000000	14.460540	14.460540	7.890000
790.000000	-0.533853	0.533853	7.900000
791.000000	15.775216	15.775216	7.910000
792.000000	13.115032	13.115032	7.920000
793.000000	-6.192425	6.192425	7.930000
794.000000	5.951408	5.951408	7.940000
795.000000	-3.801133	3.801133	7.950000
796.000000	2.032853	2.032853	7.960000
797.000000	19.010638	19.010638	7.970000
798.000000	6.764418	6.764418	7.980000
799.000000	0.525551	0.525551	7.990000
800.000000	13.498668	13.498668	8.000000
801.000000	16.153665	16.153665	8.010000
802.000000	14.309407	14.309407	8.020000
803.000000	24.972354	24.972354	8.030000
804.000000	0.059146	0.059146	8.040000
805.000000	17.974065	17.974065	8.050000
806.000000	13.527088	13.527088	8.060000
807.000000	12.685106	12.685106	8.070000
808.000000	21.520311	21.520311	8.080000
809.000000	10.615438	10.615438	8.090000
810.000000	24.073280	24.073280	8.100000
811.000000	7.188336	7.188336	8.110000
812.000000	27.673052	27.673052	8.120000
813.000000	8.001306	8.001306	8.130000
814.000000	-2.731955	2.731955	8.140000
815.000000	31.982623	31.982623	8.150000
816.000000	19.792919	19.792919	8.160000
817.000000	-8.840101	8.840101	8.170000
818.000000	10.466724	10.466724	8.180000
819.000000	21.051440	21.051440	8.190000
820.000000	0.017235	0.017235	8.200000
821.000000	16.002422	16.002422	8.210000
822.000000	5.090266	5.090266	8.220000
823.000000	16.924756	16.924756	8.230000
824.000000	20.566547	20.566547	8.240000
825.000000	9.217477	9.217477	8.250000
826.000000	14.552892	14.552892	8.260000
827.000000	22.449930	22.449930	8.270000
828.000000	14.365097	14.365097	8.280000
829.000000	10.226302	10.226302	8.290000
830.000000	11.262369	11.262369	8.300000
831.000000	16.379267	16.379267	8.310000
832.000000	8.343382	8.343382	8.320000
833.000000	8.341453	8.341453	8.330000
834.000000	5.191270	5.191270	8.340000
835.000000	1.955582	1.955582	8.350000
836.000000	-0.932701	0.932701	8.360000
837.000000	-7.679213	7.679213	8.370000
838.000000	19.407172	19.407172	8.380000
839.000000	-9.862964	9.862964	8.390000
840.000000	-2.063034	2.063034	8.400000
841.000000	6.534127	6.534127	8.410000
842.000000	4.705170	4.705170	8.420000
843.000000	9.319227	9.319227	8.430000
844.000000	17.563039	17.563039	8.440000
845.000000	25.947739	25.947739	8.450000
846.000000	2.834054	2.834054	8.460000
847.000000	31.678467	31.678467	8.470000
848.000000	14.437131	14.437131	8.480000
849.000000	-9.144341	9.144341	8.490000
850.000000	5.795185	5.795185	8.500000
851.000000	5.554250	5.554250	8.510000
852.000000	8.535815	8.535815	8.520000
853.000000	5.462059	5.462059	8.530000
854.000000	0.023130	0.023130	8.540000
855.000000	1.366932	1.366932	8.550000
856.000000	20.695907	20.695907	8.560000
857.000000	12.360184	12.360184	8.570000
858.000000	27.296638	27.296638	8.580000
859.000000	10.437640	10.437640	8.590000
860.000000	29.905135	29.905135	8.600000
861.000000	15.964316	15.964316	8.610000
862.000000	10.787467	10.787467	8.620000
863.000000	7.807860	7.807860	8.630000
864.000000	13.068588	13.068588	8.640000
865.000000	4.486627	4.486627	8.650000
866.000000	9.134763	9.134763	8.660000
867.000000	11.260958	11.260958	8.670000
868.000000	14.484163	14.484163	8.680000
869.000000	15.497427	15.497427	8.690000
870.000000	6.374522	6.374522	8.700000
871.000000	11.082419	11.082419	8.710000
872.000000	19.718246	19.718246	8.720000
873.000000	7.859440	7.859440	8.730000
874.000000	14.261367	14.261367	8.740000
875.000000	17.950733	17.950733	8.750000
876.000000	12.731865	12.731865	8.760000
877.000000	21.869113	21.869113	8.770000
878.000000	5.471265	5.471265	8.780000
879.000000	4.610026	4.610026	8.790000
880.000000	-7.230064	7.230064	8.800000
881.000000	13.178630	13.178630	8.810000
882.000000	12.473881	12.473881	8.820000
883.000000	13.631759	13.631759	8.830000
884.000000	2.454081	2.454081	8.840000
885.000000	14.580642	14.580642	8.850000
886.000000	-12.710134	12.710134	8.860000
887.000000	1.145113	1.145113	8.870000
888.000000	20.641511	20.641511	8.880000
889.000000	17.118812	17.118812	8.890000
890.000000	24.852893	24.852893	8.900000
891.000000	17.609037	17.609037	8.910000
892.000000	3.990353	3.990353	8.920000
893.000000	0.511573	0.511573	8.930000
894.000000	-9.039169	9.039169	8.940000
895.000000	2.360868	2.360868	8.950000
896.000000	4.220146	4.220146	8.960000
897.000000	18.552406	18.552406	8.970000
898.000000	-7.357867	7.357867	8.980000
899.000000	4.140633	4.140633	8.990000
900.000000	-0.890870	0.890870	9.000000
901.000000	-0.226136	0.226136	9.010000
902.000000	19.747858	19.747858	9.020000
903.000000	20.202888	20.202888	9.030000
904.000000	4.735554	4.735554	9.040000
905.000000	15.271007	15.271007	9.050000
906.000000	4.734397	4.734397	9.060000
907.000000	16.771819	16.771819	9.070000
908.000000	16.781853	16.781853	9.080000
909.000000	5.266876	5.266876	9.090000
910.000000	17.119261	17.119261	9.100000
911.000000	19.729702	19.729702	9.110000
912.000000	-5.579295	5.579295	9.120000
913.000000	7.094525	7.094525	9.130000
914.000000	5.524640	5.524640	9.140000
915.000000	-0.160003	0.160003	9.150000
916.000000	6.021170	6.021170	9.160000
917.000000	6.469273	6.469273	9.170000
918.000000	9.814032	9.814032	9.180000
919.000000	25.503073	25.503073	9.190000
920.000000	2.044735	2.044735	9.200000
921.000000	15.856125	15.856125	9.210000
922.000000	10.391260	10.391260	9.220000
923.000000	7.314093	7.314093	9.230000
924.000000	4.226586	4.226586	9.240000
925.000000	1.767766	1.767766	9.250000
926.000000	8.541187	8.541187	9.260000
927.000000	11.530594	11.530594	9.270000
928.000000	-2.645881	2.645881	9.280000
929.000000	26.168817	26.168817	9.290000
930.000000	8.864883	8.864883	9.300000
931.000000	33.623219	33.623219	9.310000
932.000000	13.287257	13.287257	9.320000
933.000000	14.659701	14.659701	9.330000
934.000000	25.855441	25.855441	9.340000
935.000000	-3.948538	3.948538	9.350000
936.000000	3.231257	3.231257	9.360000
937.000000	20.276522	20.276522	9.370000
938.000000	6.436483	6.436483	9.380000
939.000000	31.201896	31.201896	9.390000
940.000000	5.506770	5.506770	9.400000
941.000000	-9.125817	9.125817	9.410000
942.000000	10.078291	10.078291	9.420000
943.000000	6.077911	6.077911	9.430000
944.000000	7.866825	7.866825	9.440000
945.000000	26.047410	26.047410	9.450000
946.000000	15.793963	15.793963	9.460000
947.000000	5.973579	5.973579	9.470000
948.000000	-5.851011	5.851011	9.480000
949.000000	-11.527152	11.527152	9.490000
950.000000	16.944914	16.944914	9.500000
951.000000	14.251629	14.251629	9.510000
952.000000	10.170348	10.170348	9.520000
953.000000	9.621016	9.621016	9.530000
954.000000	21.704317	21.704317	9.540000
955.000000	10.814790	10.814790	9.550000
956.000000	4.883333	4.883333	9.560000
957.000000	1.515848	1.515848	9.570000
958.000000	28.426986	28.426986	9.580000
959.000000	-2.842892	2.842892	9.590000
960.000000	1.797319	1.797319	9.600000
961.000000	10.592748	10.592748	9.610000
962.000000	-4.449193	4.449193	9.620000
963.000000	20.063886	20.063886	9.630000
964.000000	12.563863	12.563863	9.640000
965.000000	1.923909	1.923909	9.650000
966.000000	4.376587	4.376587	9.660000
967.000000	2.501249	2.501249	9.670000
968.000000	-14.037544	14.037544	9.680000
969.000000	-10.670165	10.670165	9.690000
970.000000	26.582094	26.582094	9.700000
971.000000	2.422303	2.422303	9.710000
972.000000	1.183124	1.183124	9.720000
973.000000	-4.122436	4.122436	9.730000
974.000000	15.981448	15.981448	9.740000
975.000000	14.120969	14.120969	9.750000
976.000000	13.149208	13.149208	9.760000
977.000000	0.171795	0.171795	9.770000
978.000000	15.891811	15.891811	9.780000
979.000000	2.969062	2.969062	9.790000
980.000000	4.911317	4.911317	9.800000
981.000000	18.981967	18.981967	9.810000
982.000000	-6.895311	6.895311	9.820000
983.000000	11.234834	11.234834	9.830000
984.000000	-19.289975	19.289975	9.840000
985.000000	24.237486	24.237486	9.850000
986.000000	29.074084	29.074084	9.860000
987.000000	6.118843	6.118843	9.870000
988.000000	-7.092109	7.092109	9.880000
989.000000	1.418376	1.418376	9.890000
990.000000	6.910483	6.910483	9.900000
991.000000	4.913928	4.913928	9.910000
992.000000	5.014831	5.014831	9.920000
993.000000	1.667360	1.667360	9.930000
994.000000	-4.848962	4.848962	9.940000
995.000000	1.251393	1.251393	9.950000
996.000000	-7.940735	7.940735	9.960000
997.000000	3.804378	3.804378	9.970000
998.000000	16.553641	16.553641	9.980000
999.000000	11.561103	11.561103	9.990000
1000.000000	8.061603	8.061603	10.000000
1001.000000	9.626517	9.626517	10.010000
1002.000000	-1.189630	1.189630	10.020000
1003.000000	21.874655	21.874655	10.030000
1004.000000	19.197861	19.197861	10.040000
1005.000000	3.394529	3.394529	10.050000
1006.000000	22.117431	22.117431	10.060000
1007.000000	9.355802	9.355802	10.070000
1008.000000	25.302720	25.302720	10.080000
1009.000000	-1.636813	1.636813	10.090000
1010.000000	18.369307	18.369307	10.100000
1011.000000	11.695467	11.695467	10.110000
1012.000000	6.317439	6.317439	10.120000
1013.000000	20.844720	20.844720	10.130000
1014.000000	5.625511	5.625511	10.140000
1015.000000	17.663540	17.663540	10.150000
1016.000000	19.777269	19.777269	10.160000
1017.000000	6.012294	6.012294	10.170000
1018.000000	12.603207	12.603207	10.180000
1019.000000	8.978085	8.978085	10.190000
1020.000000	-15.548096	15.548096	10.200000
1021.000000	15.541290	15.541290	10.210000
1022.000000	18.129031	18.129031	10.220000
1023.000000	18.259755	18.259755	10.230000
1024.000000	-0.273770	0.273770	10.240000
1025.000000	21.369756	21.369756	10.250000
1026.000000	3.706610	3.706610	10.260000
1027.000000	-3.413732	3.413732	10.270000
1028.000000	10.289958	10.289958	10.280000
1029.000000	18.844581	18.844581	10.290000
1030.000000	1.294634	1.294634	10.300000
1031.000000	20.561097	20.561097	10.310000
1032.000000	0.082825	0.082825	10.320000
1033.000000	7.709159	7.709159	10.330000
1034.000000	25.459727	25.459727	10.340000
1035.000000	24.096823	24.096823	10.350000
1036.000000	-2.464806	2.464806	10.360000
1037.000000	23.398459	23.398459	10.370000
1038.000000	27.268399	27.268399	10.380000
1039.000000	-0.804200	0.804200	10.390000
1040.000000	5.968771	5.968771	10.400000
1041.000000	8.589038	8.589038	10.410000
1042.000000	31.664123	31.664123	10.420000
1043.000000	15.321830	15.321830	10.430000
1044.000000	5.770295	5.770295	10.440000
1045.000000	7.501158	7.501158	10.450000
1046.000000	6.726781	6.726781	10.460000
1047.000000	26.898283	26.898283	10.470000
1048.000000	3.478657	3.478657	10.480000
1049.000000	1.860119	1.860119	10.490000
1050.000000	6.079931	6.079931	10.500000
1051.000000	26.425957	26.425957	10.510000
1052.000000	-3.472695	3.472695	10.520000
1053.000000	18.709805	18.709805	10.530000
1054.000000	17.575194	17.575194	10.540000
1055.000000	30.716593	30.716593	10.550000
1056.000000	6.322194	6.322194	10.560000
1057.000000	7.198278	7.198278	10.570000
1058.000000	9.505693	9.505693	10.580000
1059.000000	9.308255	9.308255	10.590000
1060.000000	2.558731	2.558731	10.600000
1061.000000	7.035978	7.035978	10.610000
1062.000000	-5.659633	5.659633	10.620000
1063.000000	17.970522	17.970522	10.630000
1064.000000	-6.612400	6.612400	10.640000
1065.000000	-3.528774	3.528774	10.650000
1066.000000	17.847603	17.847603	10.660000
1067.000000	7.130190	7.130190	10.670000
1068.000000	-16.087994	16.087994	10.680000
1069.000000	19.378958	19.378958	10.690000
1070.000000	10.856143	10.856143	10.700000
1071.000000	11.976206	11.976206	10.710000
1072.000000	-12.883320	12.883320	10.720000
1073.000000	-0.881287	0.881287	10.730000
1074.000000	-10.339158	10.339158	10.740000
1075.000000	2.113109	2.113109	10.750000
1076.000000	15.610938	15.610938	10.760000
1077.000000	8.909923	8.909923	10.770000
1078.000000	11.146147	11.146147	10.780000
1079.000000	12.371158	12.371158	10.790000
1080.000000	7.877388	7.877388	10.800000
1081.000000	5.000683	5.000683	10.810000
1082.000000	13.154639	13.154639	10.820000
1083.000000	27.054288	27.054288	10.830000
1084.000000	11.053042	11.053042	10.840000
1085.000000	16.689004	16.689004	10.850000
1086.000000	31.378508	31.378508	10.860000
1087.000000	-7.232237	7.232237	10.870000
1088.000000	5.272665	5.272665	10.880000
1089.000000	30.438502	30.438502	10.890000
1090.000000	2.408297	2.408297	10.900000
1091.000000	1.443158	1.443158	10.910000
1092.000000	4.770123	4.770123	10.920000
1093.000000	18.149897	18.149897	10.930000
1094.000000	13.463744	13.463744	10.940000
1095.000000	-2.225256	2.225256	10.950000
1096.000000	9.446545	9.446545	10.960000
1097.000000	3.630367	3.630367	10.970000
1098.000000	13.690250	13.690250	10.980000
1099.000000	-3.000966	3.000966	10.990000
1100.000000	7.054234	7.054234	11.000000
1101.000000	14.242001	14.242001	11.010000
1102.000000	-0.425190	0.425190	11.020000
1103.000000	11.950518	11.950518	11.030000
1104.000000	2.833365	2.833365	11.040000
1105.000000	3.354280	3.354280	11.050000
1106.000000	9.348804	9.348804	11.060000
1107.000000	33.323162	33.323162	11.070000
1108.000000	-7.036009	7.036009	11.080000
1109.000000	10.643166	10.643166	11.090000
1110.000000	14.459856	14.459856	11.100000
1111.000000	10.004882	10.004882	11.110000
1112.000000	8.306068	8.306068	11.120000
1113.000000	-0.925374	0.925374	11.130000
1114.000000	8.236332	8.236332	11.140000
1115.000000	17.098351	17.098351	11.150000
1116.000000	-1.764672	1.764672	11.160000
1117.000000	7.689105	7.689105	11.170000
1118.000000	4.534052	4.534052	11.180000
1119.000000	22.489848	22.489848	11.190000
1120.000000	18.697818	18.697818	11.200000
1121.000000	9.059356	9.059356	11.210000
1122.000000	19.332848	19.332848	11.220000
1123.000000	7.665099	7.665099	11.230000
1124.000000	14.537358	14.537358	11.240000
1125.000000	18.472436	18.472436	11.250000
1126.000000	3.229088	3.229088	11.260000
1127.000000	19.721224	19.721224	11.270000
1128.000000	1.273363	1.273363	11.280000
1129.000000	15.110950	15.110950	11.290000
1130.000000	15.706177	15.706177	11.300000
1131.000000	17.576406	17.576406	11.310000
1132.000000	-1.043536	1.043536	11.320000
1133.000000	17.421971	17.421971	11.330000
1134.000000	-9.730061	9.730061	11.340000
1135.000000	-6.395951	6.395951	11.350000
1136.000000	0.675189	0.675189	11.360000
1137.000000	8.761276	8.761276	11.370000
1138.000000	5.228733	5.228733	11.380000
1139.000000	18.235381	18.235381	11.390000
1140.000000	15.920139	15.920139	11.400000
1141.000000	18.702773	18.702773	11.410000
1142.000000	8.323444	8.323444	11.420000
1143.000000	12.823814	12.823814	11.430000
